"team","two_pp","thr_pp","mis_p","oreb_p","sf_p","ft_p","tov_p","avg_poss","total"
"Ball State Cardinals",0.257006134522168,0.111224559897912,0.458324872381947,0.280832130872046,0.158834177958438,0.76684872920185,0.179640268564736,67.3286356245247,116.50300133252
"Bard College Bard",0.21338259874265,0.0152416141959036,0.64014779622795,0.317073170731707,0.0457248425877107,0.833333333333333,0.304832283918072,65.6098486122792,121.932913567229
"Baylor Bears",0.283619709609048,0.13052431804671,0.442268857319071,0.355806135072602,0.168482794473155,0.726513508990693,0.179979191714882,66.7411535804432,120.487487116287
"Belhaven Blazers",0.248395287586544,0.0827984291955147,0.551989527970098,0.357142857142857,0.117297774693646,0.647058823529412,0.234595549387292,72.4651428571429,123.507656883309
"Bellarmine Knights",0.272403120841612,0.116297704112103,0.508861393312632,0.223272966921422,0.100792009174607,0.760710341920573,0.143180815965435,66.0770367317703,114.153504340639
"Bellevue University Bruins",0.16139926586102,0.1467266053282,0.498870458115879,0.117647058823529,0.0733633026640998,0.7,0.205417247459479,68.1539655172414,108.577687942868
"Belmont Bruins",0.265304696120622,0.128583215177191,0.43410273502779,0.221212001621775,0.124946712688441,0.722944995429821,0.171357717739359,71.0477269161892,112.42950767534
"Benedictine (AZ) Benedictine (Az)",0.152474710121959,0.138613372838145,0.554453491352578,0.282608695652174,0.117821366912423,0.588235294117647,0.221781396541031,72.1431114130435,118.514433776614
"Berea Mountaineers",0.206730827055492,0.132898388821388,0.561126530579193,0.225,0.051682706763873,0.571428571428571,0.206730827055492,67.7209112903226,115.916928027544
"Berry Vikings",0.220931965950485,0.0779759879825242,0.558827913874757,0.255813953488372,0.0584819909868932,0.777777777777778,0.24692396194466,76.9467647058823,116.314182073932
"Bethany (WV) Bison",0.154069784390413,0.129922230334076,0.580290959924427,0.234208367514356,0.0585744964820306,0.677777777777778,0.241941847457932,81.3718499082858,116.479931858888
"Bethel (IN) Bethel (In)",0.267154739167923,0.0534309478335846,0.574382689211035,0.266666666666667,0.113540764146367,0.588235294117647,0.187008317417546,74.8629803921569,119.551745777646
"Bethel (TN) Wildcats",0.331720674093663,0.0693849797775323,0.488402699547074,0.308028616852146,0.0820309296030811,0.492063492063492,0.225436525552374,70.916683421904,119.697580857373
"Bethesda University Flames",0.213680916812099,0.0744784757067375,0.510140408921083,0.167649496429817,0.0780784201379714,0.757614087301587,0.222153417939932,81.0551556357181,109.853163951782
"Bethune-Cookman Wildcats",0.273325283418087,0.0818701153550716,0.472656608282716,0.295796459666337,0.154539429711478,0.74701395606175,0.196615689944305,70.7601354213863,117.900712671166
"Binghamton Bearcats",0.3142736016947,0.0796330642453524,0.461060331446646,0.296673856714804,0.145090530612416,0.657598916935541,0.179105490058416,67.8279608433478,117.916301805753
"Birmingham-Southern Panthers",0.176800875585289,0.0680003367635725,0.652803232930296,0.291666666666667,0.0816004041162871,0.833333333333333,0.244801212348861,73.5290476190476,122.400606174431
"Blackburn Beavers",0.242923557918544,0.128606589486288,0.471557494783057,0.241379310344828,0.0643032947431441,0.555555555555556,0.21434431581048,69.9808620689655,112.173525274151
"Bloomsburg Huskies",0.202366852223013,0.0539644939261369,0.539644939261369,0.195121951219512,0.101183426111507,0.866666666666667,0.229349099186082,74.122811296534,112.650881070811
"Blue Mountain",0.208906979508981,0.0936955492549875,0.626548414179707,0.2375,0.104022178886401,0.618421052631579,0.150956215687512,69.4475213689299,118.412933751759
"Bluefield University Ramblin' Rams",0.303610857165281,0.0506018095275468,0.569270357184901,0.318181818181818,0.0822279404822635,0.769230769230769,0.202407238110187,79.0485565110565,120.811820247018
"Bob Jones",0.196093630991115,0.0905416556981967,0.507878930197818,0.137387387387387,0.0554105207717686,0.884615384615385,0.239368234358406,71.0349791666667,108.92929720173
"Boise State Broncos",0.276315137185552,0.119294422497331,0.484574085489787,0.34355343634634,0.157487302521208,0.737698648368596,0.167343087445511,65.9215382067762,120.501403513939
"Boston College Eagles",0.283323618962675,0.124476428125628,0.489822509931245,0.271126089640538,0.111637082520921,0.750044864141338,0.15533686880835,66.8478504458663,116.459650834882
"Boston University Terriers",0.238731299297587,0.117458577338676,0.505201799350221,0.270304504965339,0.130451696165282,0.704155461945358,0.178474742488874,65.37564875586,117.031811464064
"Bowie State Bulldogs",0.322508282155734,0.107502760718578,0.564389493772534,0.25,0.0268756901796445,0.25,0.147816295988045,74.4166935483871,116.909252281454
"Bowling Green Falcons",0.284396070974967,0.0920945163075063,0.497613012241311,0.300760276228406,0.154384541113962,0.708633104360112,0.16667731491661,69.0404923470165,119.516545555436
"Boyce",0.223020623660399,0.0704010671776937,0.577506607139361,0.162835045145726,0.0761440318826074,0.53968253968254,0.17785842318046,71.0496386917504,112.493075304052
"Bradley Braves",0.274153541665419,0.131953521291465,0.455134323204672,0.281955404928317,0.118226818258413,0.721398458152328,0.181192120745248,66.3855458145855,116.066032516522
"Brescia Bearcats",0.274777125914723,0.0230338095281612,0.570613558521833,0.228313009839374,0.0850274321082816,0.671544035674471,0.199256159736673,75.8768294251219,115.270808580967
"Brevard Tornados",0.156476657008864,0.120614459228734,0.439903731430674,0.145161290322581,0.0921560681925788,0.660714285714286,0.24756487664168,70.5012604540024,105.671579250253
"Brewton-Parker Wildcats",0.218626852037485,0.115743627549257,0.501555719380112,0.276595744680851,0.199336247445942,0.741935483870968,0.141464433671314,77.7580605564648,117.672688008411
"Bridgewater College (VA) Eagles",0.16439431622312,0.163931426720947,0.59100840066422,0.31029106029106,0.0855696912893789,0.625,0.199971206009999,70.1264933546184,120.487504090767
"Brown Bears",0.250558405137071,0.121775550549109,0.49567174383358,0.315698376407415,0.142350229430101,0.646890144885903,0.182155713218086,67.733127965695,119.251164216795
"Bryan (TN) Lions",0.194555727574363,0.0729583978403861,0.644465847590077,0.181818181818182,0.0547187983802896,0.555555555555556,0.170236261627567,82.238648018648,113.693503301268
"Bryant Bulldogs",0.273915663293688,0.109224742886177,0.459974774039928,0.206670636715205,0.124453444239986,0.677070814756708,0.158944438526114,75.0899765136548,112.651306298589
"Bryn Athyn Lions",0.183673565900768,0.073750216867862,0.552350181749717,0.16187270501836,0.0829503768537546,0.669642857142857,0.229046858051704,67.3067741300927,112.177119942381
"Bucknell Bison",0.234408795599327,0.128821404979116,0.48445090144335,0.257538098403636,0.122231177304073,0.710489979348772,0.192823750921102,63.4799979508299,116.273603024697
"Buffalo Bulls",0.261619489299042,0.096408675309599,0.493172587501772,0.289618792826388,0.116242549571072,0.714697509214637,0.208526371381487,69.493647024228,117.596967306297
"Buffalo State Bengals",0.178162802912035,0.0959338169526341,0.507078746749637,0.147058823529412,0.157605556422185,0.739130434782609,0.164457971918801,72.9669705882353,110.323889495529
"Butler Bulldogs",0.28073367430371,0.120553244301378,0.487552861993687,0.267797921771265,0.116918282798698,0.801245208466571,0.157518816827498,69.4420473172772,116.327688022497
"CS Dominguez Hills Toros",0.218460889095363,0.109230444547681,0.497605358494993,0.288888888888889,0.127435518638962,0.714285714285714,0.206324173034509,82.3946111111111,115.905638381151
"CSU Pueblo Thunderwolves",0.203416232883037,0.0542443287688099,0.501760041111491,0.184210526315789,0.101708116441519,0.8,0.271221643844049,73.7404276315789,113.235036304891
"Cairn University Highlanders",0.209641101086776,0.04883733795993,0.552334824604395,0.144607843137255,0.078604620858808,NA,0.194560162236543,72.0152366138763,108.397804674645
"Cal Maritime Keelhaulers",0.167886711446172,0.13990559287181,0.489669575051335,0.3125,0.111924474297448,0.75,0.27981118574362,71.4767708333333,118.919753941039
"Cal Poly Mustangs",0.246093122221368,0.0926884554770017,0.500014839162903,0.242600784629121,0.133663830406763,0.705323642474031,0.190325272147385,66.3449308546685,116.278551941542
"Cal State Bakersfield Roadrunners",0.311876379969747,0.070957991272801,0.502559136949287,0.334132710630776,0.143185080131052,0.723508022993196,0.185311817958612,65.6488293040599,121.38904062815
"Cal State Fullerton Titans",0.251260656291728,0.0975396689470362,0.460952531015909,0.2450147279806,0.161516013171588,0.708113012483027,0.184452594810112,66.3718128940934,115.572146423637
"Cal State Northridge Matadors",0.315240439882168,0.0670408619286123,0.458097234229184,0.325929413717793,0.154407960299333,0.671865756851102,0.194708892867032,72.2895487977283,118.949538920633
"California Baptist Lancers",0.253497644390922,0.102881967330645,0.512686052912766,0.327866206189224,0.162433222765983,0.686429784528221,0.181998136052029,64.9830281105858,121.349702345235
"California Golden Bears",0.24706261226473,0.126374704352293,0.512981416677912,0.287285204484447,0.130844117637608,0.733878985768639,0.165161192746708,69.7872671635165,118.242404367925
"Calumet",0.146848349324995,0.0533993997545438,0.707542046747705,0.355932203389831,0.146848349324995,0.636363636363636,0.253647148834083,74.907209039548,130.828529398632
"Campbell Fighting Camels",0.268491196464577,0.108912476583332,0.441606004709175,0.244058916022623,0.13788819120514,0.71384199850823,0.180552648668164,66.493365214336,113.745051763039
"Campbellsville Tigers",0.263459010349361,0.0878196701164536,0.602192023655682,0.346938775510204,0.106638170855694,0.823529411764706,0.175639340232907,79.7087940630798,123.57482152101
"Canisius Golden Griffins",0.281463423780731,0.106559158203192,0.494775189356697,0.328020407808853,0.122139621968219,0.60785629101598,0.196392548188238,67.860767011328,120.132994149708
"Carolina Christian College Centurions",0.0776427920756677,0.142345118805391,0.491737683145895,0.131578947368421,0.161755816824308,0.96,0.207047445535114,77.2769736842105,108.052885638637
"Carolina University Bruins",0.142059702048277,0.117107585223595,0.525503961434872,0.208104208104208,0.0603603394680273,0.637662337662338,0.28617953136622,77.5766192312967,113.121111954099
"Carroll (MT) Fighting Saints",0.259422280340827,0.0529177330357438,0.496851786706846,0.265873015873016,0.0929561789599656,0.791666666666667,0.257894369879384,75.4145411292459,116.004234892277
"Central Arkansas Bears",0.251146206823133,0.114345793444828,0.515750533197525,0.292568025842513,0.127632628397739,0.74301997376897,0.182304433072753,69.5500057648758,119.117959493598
"Central Christian College Central Christian",0.181423775649999,0.0976897253499996,0.460537276649998,0.176470588235294,0.0697783752499997,0.9,0.279113500999999,71.6554374057315,108.85426539
"Central Connecticut Blue Devils",0.288296861726475,0.100413177815663,0.47548027928126,0.282845660166085,0.138942066035293,0.720978000050408,0.165894901556853,67.1916813461121,116.902728641554
"Central Michigan Chippewas",0.27576123729587,0.0944627352251403,0.5119051237962,0.285460066677241,0.1224013253174,0.678510336915332,0.178498255184776,66.7741946428111,118.302867681939
"Central Penn Knights",0.110575492225824,0.0122861658028694,0.798600777186509,0.225352112676056,0.153577072535867,0.56,0.147433989634433,81.3923575544174,122.24734973855
"Chaminade Silverswords",0.161014608689014,0.102678035412159,0.616843079240484,0.182010582010582,0.0701739615048437,0.808333333333333,0.181296488351915,71.8164783068783,113.200617319842
"Champion Christian Tigers",0.176823681016072,0.0987563421679749,0.503431459544309,0.183784092584402,0.0862675532413783,0.706873322755676,0.252142762924434,84.6568452537652,111.742179889417
"Charleston Cougars",0.263272310587364,0.152413015934383,0.524470502835642,0.33152251869893,0.127819259807971,0.722932010080391,0.143728051763176,69.2834096000981,121.170314092854
"Charleston Southern Buccaneers",0.252438602302724,0.103318250866302,0.505706265385352,0.272393944091972,0.131547788123658,0.719950657224464,0.181039335340848,66.9093720043249,117.405024201888
"Charlotte 49ers",0.283504669044445,0.1043916253926,0.470000090657776,0.261263165689597,0.148822169651304,0.753876667546764,0.156357266705293,62.2528782257381,116.307582145142
"Chattanooga Mocs",0.242679540742012,0.155806687520521,0.45766384031841,0.288816815756083,0.134216864111376,0.747773436103996,0.175315012483868,67.8528117583282,116.568194517619
"Cheyney (PA) Wolves",0.193632127329082,0.077452850931633,0.593805190475853,0.230769230769231,0.0903616594202385,0.285714285714286,0.219449744306293,77.4664835164835,117.47015724631
"Chicago State Cougars",0.26597381233224,0.0928395600509149,0.493461926725494,0.340888914812024,0.158688343721427,0.707329558422019,0.197359677485354,66.5913263005216,120.832332031543
"Christendom",0.139559285392271,0.153515213931498,0.586148998647539,0.146341463414634,0,NA,0.209338928088407,71.6541358885017,108.856242605972
"Cincinnati Bearcats",0.296819909292111,0.11163172081198,0.514380861443255,0.363312280627657,0.126920599577387,0.686324184009064,0.177455664425106,67.7698052818539,122.720875554984
"Clark Atlanta Panthers",0.296854001087914,0.0781194739705036,0.42184515944072,0.3125,0.20311063232331,0.692307692307692,0.171862842735108,64.0045272435897,117.179210955755
"Clarks Summit Defenders",0.12089311390182,0.0795259374261673,0.496273643378359,0.241346153846154,0.138904862456607,0.60625,0.318125828759582,72.9738064102564,115.372338592254
"Cleary University Cougars",0.209903617545101,0.0810565171188491,0.382992371523669,0.160714285714286,0.114577352214691,0.508547008547009,0.300416290811672,75.0674821428571,108.894614921398
"Clemson Tigers",0.287693580507027,0.123625728670304,0.469556813525943,0.270605879834864,0.13501883067154,0.780414729908194,0.150319142207585,66.7883746614681,116.62140955824
"Cleveland State Vikings",0.316476899287434,0.0946197679312898,0.508552624819021,0.334907602346183,0.145057693070641,0.657524311233472,0.149875365257603,67.9208153501218,121.458235036599
"Coast Guard Bears",0.127044856545433,0.0889313995818032,0.609815311418079,0.148936170212766,0.0635224282727165,0.7,0.203271770472693,78.7123561859732,109.258576629072
"Coastal Carolina Chanticleers",0.288223698310532,0.0911821852297483,0.476191621698627,0.302023464276738,0.139723387723839,0.680317732946993,0.191330758905424,70.8567178050256,118.665165186817
"Coastal Georgia Mariner",0.187849912527574,0.0790014996000041,0.536210021676088,0.173701298701299,0.0827645485350966,0.583333333333333,0.230485785505588,71.2915472582973,111.631176784435
"Coe Kohawks",0.258865694154173,0.0862885647180578,0.604019953026405,0.204545454545455,0.0431442823590289,0.666666666666667,0.172577129436116,69.5341267942584,116.489562369378
"Coker Cobras",0.222874496840243,0.0524410580800573,0.511300316280558,0.348837209302326,0.242539893620265,0.810810810810811,0.209764232320229,76.276111627907,123.891999714135
"Colby-Sawyer Chargers",0.116964717384136,0.0877235380381017,0.628685355939729,0.119047619047619,0.0292411793460339,0.5,0.233929434768271,68.3966941391941,109.654422547627
"Colgate Raiders",0.287808787305208,0.118718336816436,0.460596352062875,0.245892050681997,0.118353411719377,0.669197555420473,0.160162169504065,65.2990763348933,114.563905740796
"College Of Biblical Studies Ambassadors",0.299080179710049,0.0818053858940331,0.485597100237735,0.371647509578544,0.0535814417461232,0.76984126984127,0.27577965189438,72.0140296631473,119.584375948232
"Colorado Buffaloes",0.31466178851443,0.100382548489793,0.425204595638442,0.317939983835459,0.146266232322034,0.764703630954948,0.184035188816848,68.3386610677308,117.055035378155
"Colorado Christian Cougars",0.238356431360361,0.0662101198223225,0.52968095857858,0.292682926829268,0.139041251626877,0.80952380952381,0.225114407395896,75.5171567944251,119.840316878404
"Colorado College Tigers",0.253098759643317,0.0751328683575904,0.608673094199428,0.319082125603865,0.0752520176960372,0.758333333333333,0.211608102456722,73.1512046498411,122.376484235309
"Colorado State Rams",0.302334980862046,0.110440542531832,0.440098939543731,0.240452534989398,0.135697910951501,0.751873349689332,0.158353380287113,65.896712185436,114.692575417622
"Columbia International",0.292333553056394,0.0663975420329389,0.394697889968376,0.214594594594595,0.0888377532614617,0.738636363636364,0.257291100925296,75.695018274286,109.955783924447
"Columbia Lions",0.27902666349127,0.125733726658287,0.456899470302635,0.297339871786934,0.128285505346643,0.729719190034022,0.178624449328072,68.6310582492077,116.856981512691
"Concordia-Irvine Eagles",0.298977356283471,0.078678251653545,0.361919957606307,0.125,0.118017377480317,0.733333333333333,0.204563454299217,63.5499632352941,106.215639732286
"Concordia-St. Paul Golden Bears",0.30576063310437,0.0582401205913085,0.553281145617431,0.210526315789474,0.0291200602956543,0.5,0.218400452217407,68.6811764705882,116.480241182617
"Coppin State Eagles",0.224289601633898,0.0804294324218458,0.510271286317005,0.266574454582986,0.126561874757507,0.722861924454501,0.231781744306531,66.7461126485772,117.333393943679
"Cornell Big Red",0.27482391848814,0.146130156653141,0.44627955463287,0.283079329995102,0.117645014653097,0.729413863208389,0.171504876108613,70.7416337656712,115.638352053586
"Covenant Fighting Scots",0.157729736080079,0.071695334581854,0.659597078153057,0.28,0.0932039349564102,0.538461538461538,0.229425070661933,69.7395448275862,121.165115443333
"Creighton Bluejays",0.269409402644901,0.158141886379825,0.456187440990658,0.262599773609565,0.108569629054377,0.801257642544028,0.157335870458233,67.9561848958349,114.964422952799
"Crown College Storm",0.228549808994902,0.137129885396941,0.533282887654771,0.243243243243243,0.106656577530954,0.642857142857143,0.152366539329935,65.6312077702703,115.79856989075
"Cumberland (KY) Patriots",0.196902755290774,0.0787611021163096,0.498820313403294,0.219512195121951,0.105014802821746,0.6875,0.262537007054365,76.1797364280094,114.203598068649
"Curry College Colonels",0.0723893020464794,0.048259534697653,0.663568602092728,0.140350877192982,0.114616394906926,0.736842105263158,0.229232789813852,82.8851754385965,112.806662355764
"D'Youville Saints",0.266352628475309,0.0484277506318743,0.665881571188272,0.310344827586207,0.102908970092733,0.764705882352941,0.157390189553591,82.5972701149425,124.096110994178
"Dakota Wesleyan Tigers",0.158769343963135,0.105846229308756,0.7276928264977,0.2,0.0529231146543782,0.875,0.105846229308756,75.5813414634146,115.107774373273
"Dallas Christian Crusaders",0.12657757286696,0.0958266103204803,0.538535646416497,0.246616073690221,0.108782807802849,0.574364332985023,0.295290707878971,76.1565694922458,116.501334528576
"Dallas Crusaders",0.1650371907294,0.0507806740705848,0.647453594399956,0.30188679245283,0.133299269435285,0.714285714285714,0.241208201835278,78.7701241310824,123.77789304705
"Dalton State Roadrunners",0.244814513635166,0.0644248720092543,0.554053899279587,0.222222222222222,0.103079795214807,0.75,0.193274616027763,77.6097777777778,115.964769616658
"Dartmouth Big Green",0.228233194651354,0.109480048336047,0.485663716819963,0.213129641952841,0.118803085090746,0.672402285993044,0.194521942917559,65.2333294774755,113.670198781567
"Davenport Panthers",0.230217126348576,0.108337471222859,0.514602988308581,0.333333333333333,0.101566379271431,0.533333333333333,0.230217126348576,73.8433333333333,118.494109150002
"Davidson Wildcats",0.260728936217737,0.111738762041958,0.492790764615459,0.26416310722882,0.143250482936804,0.738915080901668,0.160650595629252,65.6642631298616,116.915954144121
"Dayton Flyers",0.247211623405031,0.14744802855813,0.439939637584741,0.259671486236893,0.152882333028127,0.743943566803477,0.162633811424708,63.7311623108931,115.011543400074
"DePaul Blue Demons",0.245161766777664,0.094171144715642,0.462351120371692,0.222410722584876,0.133214154125855,0.733769829539627,0.201874021632863,67.0111306009535,113.677220762371
"Defiance Yellow Jackets",0.115616906147146,0.122285236786708,0.437907719434617,0.218300653594771,0.0492209185959133,0.647435897435897,0.388663111709917,69.1804838911996,111.36938926743
"Delaware Blue Hens",0.301656992496387,0.102796634512507,0.466786808963394,0.272126520214629,0.131438748324106,0.702360794676443,0.161791272449884,66.6436741233533,116.447045674628
"Delaware State Hornets",0.291844787788974,0.0670945091161455,0.470944368326294,0.330204451817243,0.162545590695941,0.720113190696604,0.212017214452468,69.5375884419752,120.444647037982
"Delaware Valley Aggies",0.202573091678794,0.0868170392909115,0.57878026193941,0.1,0.0795822860166689,0.636363636363636,0.130225558936367,69.1108571428571,107.797823786215
"Delta State Statesmen",0.295677853547742,0.0806394146039296,0.604795609529472,0.306122448979592,0.1142391706889,0.529411764705882,0.120959121905894,74.4053020408163,121.631117027594
"Denver Pioneers",0.270135541056234,0.121979440047061,0.482652443019494,0.272197365910462,0.160712286360559,0.729073342038194,0.140120793928553,70.8699076777769,117.56005044119
"Depauw Tigers",0.219233042574914,0.103168490623489,0.425570023821891,0.277777777777778,0.103168490623489,0.625,0.283713349214594,77.5430555555556,113.485339685838
"Detroit Mercy Titans",0.267668057862985,0.0873235925495441,0.485115773368644,0.254507606243546,0.127808534073364,0.729798256537955,0.196707545204905,67.1619964346941,116.462350305944
"Dillard Blue Devils",0.194966301309324,0.116864133229355,0.564939683572081,0.241666666666667,0.0626259600124573,0.683333333333333,0.221867714007779,76.8603680555556,116.1263792131
"Doane Tigers",0.127633384276426,0.0992704099927755,0.425444614254752,0.0967741935483871,0.134724127847338,0.736842105263158,0.269448255694676,70.5144665012407,105.652079206597
"Drake Bulldogs",0.288450636318683,0.125566010587637,0.45199113510619,0.242815625111141,0.141044016566531,0.747401329390917,0.138533788286364,68.6741248305946,114.55855868654
"Drexel Dragons",0.309232333407731,0.103660585409478,0.491964623597137,0.335350629238946,0.134991948222319,0.704209130607306,0.166470804193287,65.115379409551,120.632029482995
"Duke Blue Devils",0.29746827920406,0.126786285805138,0.467986612297875,0.322397105942594,0.153137189677841,0.721060204119662,0.148290383304387,65.8222771098994,119.36687502893
"Duquesne Dukes",0.264888828616655,0.114814849776319,0.491292262387076,0.29974929597952,0.139362844498188,0.732298865682759,0.177586599883878,65.608837666185,118.794538516212
"E. New Mexico Greyhounds",0.23788819637843,0.0396480327297383,0.528640436396511,0.208333333333333,0.138768114554084,0.428571428571429,0.198240163648692,75.6657971014493,114.318494370745
"East Carolina Pirates",0.272755496885517,0.10230406593674,0.513180384361441,0.318363557511939,0.154572467961631,0.691618681601547,0.165394833833997,65.0116168460196,120.820724897933
"East Tennessee State Buccaneers",0.251043351611574,0.11481854093729,0.534841219643623,0.355376550326253,0.153057691995771,0.673449499037635,0.18284852162425,67.7690242425214,123.660932581251
"East-West University Phantoms",0.221327587407456,0.0325656139187443,0.567979538836782,0.235892691951896,0.0931553865472561,0.632352941176471,0.254722165079169,78.3446627351218,116.975029178941
"Eastern Illinois Panthers",0.30033931707573,0.0832687671112707,0.53454015672754,0.287341996525426,0.121666864188728,0.730885012099433,0.148697676863087,67.2606480212939,118.851278196636
"Eastern Kentucky Colonels",0.306157842778457,0.110712531516093,0.490649025884752,0.34475190900524,0.143181610812245,0.685985118402892,0.162143961770466,70.7579590719196,121.284497276201
"Eastern Mennonite Royals",0.135637437993854,0.105495785106331,0.723399669300555,0.346153846153846,0.120566611550092,0.5,0.1959207437689,66.3533618233618,128.102024771973
"Eastern Michigan Eagles",0.295178017990406,0.0874289628473899,0.509419197332102,0.283530336680704,0.11085786171458,0.666386096562454,0.177014264126903,65.9993025100319,117.989830401138
"Eastern Oregon Mountaineers",0.194220635508995,0.072832738315873,0.655494644842857,0.232142857142857,0.0789021331755291,0.538461538461538,0.157804266351058,82.3805357142857,115.925441819431
"Eastern Washington Eagles",0.279695047064158,0.122808656481827,0.398587730151481,0.269647900724792,0.153333308266959,0.76615794610305,0.189131305210426,69.5869657511572,114.355604717485
"Ecclesia Royals",0.143321341821061,0.0932247694464318,0.516563846971584,0.169378720008011,0.140706768726839,0.676714513556619,0.22815247301949,80.6197819858063,112.19691999854
"Edward Waters Tigers",0.199624170538639,0.0712943466209426,0.727202335533615,0.226415094339623,0.0570354772967541,0.5,0.128329823917697,70.1317879604672,118.348615390765
"Elizabeth City State Vikings",0.294649476847883,0.0267863160770802,0.495546847425984,0.261904761904762,0.200897370578102,0.666666666666667,0.160717896462481,74.6649891774892,117.859790739153
"Elms College Elms",0.297926220699488,0.0744815551748721,0.580956130364002,0.230769230769231,0.037240777587436,1,0.148963110349744,67.1307142857143,113.956779417554
"Elon Phoenix",0.254812698454383,0.129511738267634,0.480759830287415,0.299557970460264,0.137979891904931,0.692201431910189,0.17783044171585,66.7317760107173,118.089460063021
"Emerson",0.169521692756129,0.0912809114840693,0.534645338692406,0.125,0.0130401302120099,0.5,0.260802604240198,76.6863508064516,106.929067738481
"Erskine Flying Fleet",0.237378386429954,0.0737546262375215,0.570585341489074,0.277584204413473,0.0950418864350028,0.772727272727273,0.215304444038308,67.5733860820751,119.206468462986
"Eureka Red Devils",0.183822685122033,0.045803596522302,0.572343732847634,0.160018552875696,0.0926210247659796,0.655555555555556,0.231248412398536,75.9271418767063,112.583945165648
"Evansville Purple Aces",0.27997257287829,0.0986915143530554,0.469818291185607,0.222723212847971,0.120109486373872,0.692840641136146,0.169088283539795,68.7695957147019,113.768014833062
"Evergreen State Geoducks",0.117905974480677,0.0655033191559319,0.61573120006576,0.0784313725490196,0.0982549787338979,0.6,0.170308629805423,76.3320098039216,106.770410224169
"FDU Florham Devils",0.211576125456642,0.136013223507841,0.498715152862084,0.176470588235294,0.0226688705846402,0.666666666666667,0.241801286236162,66.1700367647059,111.077465864737
"Fairfield Stags",0.259742227091746,0.135940217498195,0.492123626365933,0.274222035143648,0.124147226579211,0.746193583334349,0.156761418168023,67.6901665982853,116.871471570311
"Fairleigh Dickinson Knights",0.246074129835007,0.114696570125265,0.503860874126731,0.283649729397584,0.145161584143969,0.69660005709429,0.173282648570463,72.8869570719616,118.307580680144
"Felician Falcons",0.300979357115789,0.120620905934889,0.543295370963255,0.249668435013263,0.0334859145749194,0.8,0.174055142324402,74.6603907168038,117.243669091325
"Ferrum Panthers",0.320411359137993,0.0557237146326944,0.459720645719729,0.257142857142857,0.0417927859745208,0.5,0.264687644505298,71.7827235023042,114.233614997023
"Fisher College Eagles",0.211017719081995,0.10842238929129,0.638812812593047,0.247492163009404,0.0712879482262546,0.676282051282051,0.14253096035016,87.6660358731924,117.207182954275
"Fisk Bulldogs",0.252774314579166,0.043810677591081,0.531821772203077,0.223529411764706,0.127893988179729,0.786231884057971,0.191426102441749,67.575165158371,114.77268549948
"Florida A&M Rattlers",0.273912595172515,0.0842742681087076,0.472917658022109,0.274358141567675,0.115286189181618,0.690160289442955,0.216846034144315,69.6200119430204,116.323674462926
"Florida Atlantic Owls",0.300531915085676,0.120786590299219,0.460083312391531,0.330682674990273,0.153863315761369,0.721243768120487,0.164802424852562,69.3140566506592,120.006755839036
"Florida Gators",0.303235292661288,0.107327258455355,0.486647883835007,0.366907248248899,0.171501088624082,0.72375805626004,0.160455820025442,72.8822292433775,122.916734360117
"Florida Gulf Coast Eagles",0.279554921950691,0.12097125734671,0.479369483214169,0.300960738888445,0.120366842216154,0.662376205142063,0.176151278507656,64.621814214964,117.641378323538
"Florida International Panthers",0.254546263134142,0.119910664312754,0.488305186818671,0.275582295653259,0.120090262961159,0.653854327302414,0.190643316819037,71.1510744977124,117.349569404576
"Florida Memorial",0.338701403055305,0.0705627923031886,0.49393954612232,0.333333333333333,0.119956746915421,0.705882352941177,0.18346325998829,70.8588738738739,120.662374838453
"Florida State Seminoles",0.301018346235373,0.0851566173458337,0.468308644830398,0.281353883758718,0.156905832093216,0.701751417363237,0.166880804362489,70.8818389665977,117.827024486731
"Fordham Rams",0.232933849332639,0.115985930027343,0.525511495752577,0.322875982217722,0.151912387563253,0.66841810860753,0.186316949540334,69.2245697320893,121.266061221615
"Fort Lauderdale Eagles",0.196515131665138,0.0131010087776759,0.458535307218656,0.171428571428571,0.157212105332111,0.583333333333333,0.262020175553518,76.33,108.73837285471
"Fort Valley State Wildcats",0.262004225068583,0.0689484802812061,0.592956930418372,0.177777777777778,0.0551587842249649,0.5,0.137896960562412,72.5179145299145,111.696538055554
"Framingham State Rams",0.141779207981505,0.0515560756296383,0.63156192646307,0.254545454545455,0.116001170166686,0.444444444444444,0.257780378148192,77.5854242424242,119.867875838909
"Franciscan University Franciscan",0.146823293215097,0.0934330047732435,0.507207740197608,0.261904761904762,0.133475721104634,0.55,0.280299014319731,74.9199923195085,116.123877361031
"Fredonia State Blue Devils",0.185744253693607,0.079604680154403,0.716442121389627,0.509433962264151,0.0597035101158023,0.888888888888889,0.331686167310013,75.3724528301887,137.318073266345
"Fresno Pacific Sunbirds",0.176636721567316,0.16290959514004,0.457806713551389,0.270114942528736,0.0665968605946422,0.6125,0.273703329811448,67.6543673104797,113.765322066484
"Fresno State Bulldogs",0.267994437552713,0.10615947182112,0.452592614022689,0.241964229503465,0.127108800740315,0.682018790506295,0.188893463134722,65.8958317558177,114.274878727156
"Friends University Falcons",0.209762123452842,0.139841415635228,0.615302228795002,0.155555555555556,0.0489444954723297,0.714285714285714,0.0978889909446594,71.5095735735736,111.173925430006
